<<EC 3.6.4.13 (DEAD-box RNA Helicases)>>	<<0 (Nucleocytoplasmic Transport Proteins)>>	<<48>>
<<RNA Stability>>	<<Minor Histocompatibility Antigens/*genetics>>	<<1>>
<<RNA Stability>>	<<Peptide Termination Factors/genetics/metabolism>>	<<1>>
<<RNA Stability>>	<<0 (Saccharomyces cerevisiae Proteins)>>	<<1>>
<<RNA Stability>>	<<Poly(A)-Binding Proteins/genetics/metabolism>>	<<1>>
<<RNA Stability>>	<<0 (peptide-chain-release factor 3)>>	<<1>>
<<RNA Stability>>	<<*Peptide Chain Termination, Translational>>	<<1>>
<<RNA Stability>>	<<RNA, Fungal/metabolism>>	<<1>>
<<RNA Stability>>	<<Mutation>>	<<1>>
<<RNA Stability>>	<<RNA, Messenger/metabolism>>	<<1>>
<<RNA Stability>>	<<0 (SUP45 protein, S cerevisiae)>>	<<1>>
<<RNA Stability>>	<<Codon, Terminator>>	<<1>>
<<RNA Stability>>	<<0 (pab1 protein, S cerevisiae)>>	<<1>>
<<RNA Stability>>	<<Saccharomyces cerevisiae/*enzymology/*genetics>>	<<1>>
<<RNA Stability>>	<<DEAD-box RNA Helicases/genetics/*metabolism>>	<<1>>
<<RNA Stability>>	<<EC 3.6.4.13 (RNA Helicases)>>	<<1>>
<<RNA Stability>>	<<RNA Helicases/genetics/*metabolism>>	<<1>>
<<RNA Stability>>	<<Nucleocytoplasmic Transport Proteins/genetics/*metabolism>>	<<1>>
<<RNA Stability>>	<<EC 3.6.1.- (NAM7 protein, S cerevisiae)>>	<<1>>
<<RNA Stability>>	<<Polyribosomes/metabolism>>	<<1>>
<<RNA Stability>>	<<0 (Poly(A)-Binding Proteins)>>	<<1>>
<<RNA Stability>>	<<0 (RNA, Fungal)>>	<<1>>
<<RNA Stability>>	<<Saccharomyces cerevisiae Proteins/genetics/*metabolism>>	<<1>>
<<Cell Differentiation>>	<<Telomerase/deficiency/*genetics>>	<<1>>
<<Cell Differentiation>>	<<Human Embryonic Stem Cells/metabolism/pathology>>	<<1>>
<<Cell Differentiation>>	<<*hTERT>>	<<1>>
<<Cell Differentiation>>	<<Blastocyst/metabolism/pathology>>	<<1>>
<<Cell Differentiation>>	<<Child, Preschool>>	<<1>>
<<Cell Differentiation>>	<<Pluripotent Stem Cells/metabolism/pathology>>	<<1>>
<<Cell Differentiation>>	<<*alternative splicing>>	<<1>>
<<Cell Differentiation>>	<<Minor Histocompatibility Antigens/*genetics>>	<<1>>
<<Cell Differentiation>>	<<Cell Cycle/genetics>>	<<1>>
<<Cell Differentiation>>	<<0 (RNA Precursors)>>	<<1>>
<<Cell Differentiation>>	<<RNA Splicing/*genetics>>	<<1>>
<<Cell Differentiation>>	<<DNA-Binding Proteins/*genetics>>	<<1>>
<<Cell Differentiation>>	<<Neoplasms/genetics>>	<<1>>
<<Cell Differentiation>>	<<RNA Precursors/*metabolism>>	<<1>>
<<Cell Differentiation>>	<<RNA, Messenger/biosynthesis/*genetics>>	<<1>>
<<Cell Differentiation>>	<<Embryonic Stem Cells/cytology>>	<<1>>
<<Cell Differentiation>>	<<Hepatitis B/genetics>>	<<1>>
<<Cell Differentiation>>	<<Zebrafish/*embryology>>	<<1>>
<<Cell Differentiation>>	<<Cell Proliferation>>	<<1>>
<<Cell Differentiation>>	<<*Hematopoiesis>>	<<1>>
<<Cell Differentiation>>	<<0 (Zebrafish Proteins)>>	<<1>>
<<Cell Differentiation>>	<<DNA-Binding Proteins/physiology>>	<<1>>
<<Cell Differentiation>>	<<Embryo, Nonmammalian/*cytology>>	<<1>>
<<Cell Differentiation>>	<<Minor Histocompatibility Antigens/physiology>>	<<1>>
<<Cell Differentiation>>	<<Hematologic Diseases/metabolism>>	<<1>>
<<Cell Differentiation>>	<<Zebrafish Proteins/genetics/physiology>>	<<1>>
<<Cell Differentiation>>	<<Animals, Genetically Modified/embryology>>	<<1>>
<<Cell Differentiation>>	<<0 (MicroRNAs)>>	<<1>>
<<Cell Differentiation>>	<<0 (Mirn24 microRNA, mouse)>>	<<1>>
<<Cell Differentiation>>	<<U937 Cells>>	<<1>>
<<Cell Differentiation>>	<<0 (3' Untranslated Regions)>>	<<1>>
<<Cell Differentiation>>	<<GATA2 Transcription Factor/*metabolism>>	<<1>>
<<Cell Differentiation>>	<<Mice, Inbred C57BL>>	<<1>>
<<Cell Differentiation>>	<<Models, Biological>>	<<1>>
<<Cell Differentiation>>	<<Hematopoiesis>>	<<1>>
<<Cell Differentiation>>	<<0 (MIRN24 microRNA, human)>>	<<1>>
<<Cell Differentiation>>	<<3' Untranslated Regions>>	<<1>>
<<Cell Differentiation>>	<<RNA Splicing>>	<<1>>
<<Cell Differentiation>>	<<DNA-Binding Proteins/genetics/*physiology>>	<<1>>
<<Cell Differentiation>>	<<0 (Mirn27 microRNA, mouse)>>	<<1>>
<<Cell Differentiation>>	<<0 (GATA2 Transcription Factor)>>	<<1>>
<<Cell Differentiation>>	<<0 (MIRN23a microRNA, human)>>	<<1>>
<<Cell Differentiation>>	<<Leukemia, Myeloid, Acute/metabolism>>	<<1>>
<<Cell Differentiation>>	<<Up-Regulation>>	<<1>>
<<Cell Differentiation>>	<<K562 Cells>>	<<1>>
<<Cell Differentiation>>	<<0 (Mirn23b microRNA, mouse)>>	<<1>>
<<Cell Differentiation>>	<<MicroRNAs/*metabolism>>	<<1>>
<<Cell Differentiation>>	<<0 (MIRN27 microRNA, human)>>	<<1>>
<<Cell Differentiation>>	<<Glucocorticoids/metabolism>>	<<1>>
<<Cell Differentiation>>	<<Cell Division>>	<<1>>
<<Cell Differentiation>>	<<Receptor, Insulin/*genetics/*metabolism/ultrastructure>>	<<1>>
<<Cell Differentiation>>	<<0 (Insulin)>>	<<1>>
<<Cell Differentiation>>	<<Insulin/metabolism>>	<<1>>
<<Cell Differentiation>>	<<Cells/metabolism>>	<<1>>
<<Cell Differentiation>>	<<0 (Glucocorticoids)>>	<<1>>
<<Cell Differentiation>>	<<EC 2.7.10.1 (Receptor, Insulin)>>	<<1>>
<<Cell Differentiation>>	<<Transcriptional Activation>>	<<1>>
<<Cell Differentiation>>	<<0 (Zbtb7a protein, mouse)>>	<<1>>
<<Cell Differentiation>>	<<EC 3.5.1.98 (Histone Deacetylases)>>	<<1>>
<<Cell Differentiation>>	<<Cloning, Molecular>>	<<1>>
<<Cell Differentiation>>	<<Molecular Sequence Data>>	<<1>>
<<Cell Differentiation>>	<<Immunoblotting>>	<<1>>
<<Cell Differentiation>>	<<Histone Deacetylases/*metabolism>>	<<1>>
<<Cell Differentiation>>	<<Cartilage/*metabolism>>	<<1>>
<<Cell Differentiation>>	<<Transcription Factors/*biosynthesis/*genetics>>	<<1>>
<<Cell Differentiation>>	<<0 (Chromatin)>>	<<1>>
<<Cell Differentiation>>	<<3X2S926L3Z (trichostatin A)>>	<<1>>
<<Cell Differentiation>>	<<EC 2.5.1.18 (Glutathione Transferase)>>	<<1>>
<<Cell Differentiation>>	<<Protein Binding>>	<<1>>
<<Cell Differentiation>>	<<Mutation>>	<<1>>
<<Cell Differentiation>>	<<0 (Transcription Factors)>>	<<1>>
<<Cell Differentiation>>	<<Hydroxamic Acids/pharmacology>>	<<1>>
<<Cell Differentiation>>	<<Genes, Reporter>>	<<1>>
<<Cell Differentiation>>	<<Glutathione Transferase/metabolism>>	<<1>>
<<Cell Differentiation>>	<<DNA-Binding Proteins/*biosynthesis/*genetics>>	<<1>>
<<Cell Differentiation>>	<<Transcription, Genetic>>	<<1>>
<<Cell Differentiation>>	<<Chromatin/metabolism>>	<<1>>
<<Cell Differentiation>>	<<Magnetics>>	<<1>>
<<Cell Differentiation>>	<<Alcian Blue/pharmacology>>	<<1>>
<<Cell Differentiation>>	<<Zinc Fingers>>	<<1>>
<<Cell Differentiation>>	<<Chondrosarcoma/embryology/metabolism>>	<<1>>
<<Cell Differentiation>>	<<0 (Hydroxamic Acids)>>	<<1>>
<<Cell Differentiation>>	<<Immunoprecipitation>>	<<1>>
<<Cell Differentiation>>	<<Two-Hybrid System Techniques>>	<<1>>
<<Cell Differentiation>>	<<Base Sequence>>	<<1>>
<<Cell Differentiation>>	<<P4448TJR7J (Alcian Blue)>>	<<1>>
<<Cell Differentiation>>	<<Mice, Inbred C3H>>	<<1>>
<<Cell Differentiation>>	<<Protein Structure, Tertiary>>	<<1>>
<<Cell Differentiation>>	<<Chromatin Immunoprecipitation>>	<<1>>
<<Cell Differentiation>>	<<Dose-Response Relationship, Drug>>	<<1>>
<<Cell Differentiation>>	<<Amino Acid Motifs>>	<<1>>
<<Cell Differentiation>>	<<Cell Line, Tumor>>	<<1>>
<<Cell Differentiation>>	<<Plasmids/metabolism>>	<<1>>
<<Telomerase/deficiency/*genetics>>	<<Human Embryonic Stem Cells/metabolism/pathology>>	<<1>>
<<Telomerase/deficiency/*genetics>>	<<*hTERT>>	<<1>>
<<Telomerase/deficiency/*genetics>>	<<Blastocyst/metabolism/pathology>>	<<1>>
<<Telomerase/deficiency/*genetics>>	<<Child, Preschool>>	<<1>>
<<Telomerase/deficiency/*genetics>>	<<Pluripotent Stem Cells/metabolism/pathology>>	<<1>>
<<Telomerase/deficiency/*genetics>>	<<*alternative splicing>>	<<1>>
<<Telomerase/deficiency/*genetics>>	<<0 (RNA, Messenger)>>	<<1>>
<<Telomerase/deficiency/*genetics>>	<<Minor Histocompatibility Antigens/*genetics>>	<<1>>
<<Human Embryonic Stem Cells/metabolism/pathology>>	<<*hTERT>>	<<1>>
<<Human Embryonic Stem Cells/metabolism/pathology>>	<<Blastocyst/metabolism/pathology>>	<<1>>
<<Human Embryonic Stem Cells/metabolism/pathology>>	<<Child, Preschool>>	<<1>>
<<Human Embryonic Stem Cells/metabolism/pathology>>	<<Pluripotent Stem Cells/metabolism/pathology>>	<<1>>
<<Human Embryonic Stem Cells/metabolism/pathology>>	<<*alternative splicing>>	<<1>>
<<Human Embryonic Stem Cells/metabolism/pathology>>	<<0 (RNA, Messenger)>>	<<1>>
<<Human Embryonic Stem Cells/metabolism/pathology>>	<<Minor Histocompatibility Antigens/*genetics>>	<<1>>
<<*hTERT>>	<<Blastocyst/metabolism/pathology>>	<<1>>
<<*hTERT>>	<<Child, Preschool>>	<<1>>
<<*hTERT>>	<<Pluripotent Stem Cells/metabolism/pathology>>	<<1>>
<<*hTERT>>	<<*alternative splicing>>	<<1>>
<<*hTERT>>	<<0 (RNA, Messenger)>>	<<1>>
<<*hTERT>>	<<Minor Histocompatibility Antigens/*genetics>>	<<1>>
<<Blastocyst/metabolism/pathology>>	<<Child, Preschool>>	<<1>>
<<Blastocyst/metabolism/pathology>>	<<Pluripotent Stem Cells/metabolism/pathology>>	<<1>>
<<Blastocyst/metabolism/pathology>>	<<*alternative splicing>>	<<1>>
<<Blastocyst/metabolism/pathology>>	<<0 (RNA, Messenger)>>	<<1>>
<<Blastocyst/metabolism/pathology>>	<<Minor Histocompatibility Antigens/*genetics>>	<<1>>
<<Child, Preschool>>	<<Pluripotent Stem Cells/metabolism/pathology>>	<<1>>
<<Child, Preschool>>	<<*alternative splicing>>	<<1>>
<<Child, Preschool>>	<<0 (RNA, Messenger)>>	<<1>>
<<Child, Preschool>>	<<0 (polycystic kidney disease 1 protein)>>	<<1>>
<<Child, Preschool>>	<<*pediatric nephrology>>	<<1>>
<<Child, Preschool>>	<<Cakut>>	<<1>>
<<Child, Preschool>>	<<RNA Precursors/genetics/metabolism>>	<<1>>
<<Child, Preschool>>	<<0 (RNA Precursors)>>	<<1>>
<<Child, Preschool>>	<<HEK293 Cells>>	<<1>>
<<Child, Preschool>>	<<0 (TRPP Cation Channels)>>	<<1>>
<<Child, Preschool>>	<<*pre-mRNA splicing>>	<<1>>
<<Child, Preschool>>	<<*genetic mutations>>	<<1>>
<<Child, Preschool>>	<<*Haploinsufficiency>>	<<1>>
<<Child, Preschool>>	<<Vesico-Ureteral Reflux/diagnosis/*genetics>>	<<1>>
<<Child, Preschool>>	<<RNA Splicing/*genetics>>	<<1>>
<<Child, Preschool>>	<<Urogenital Abnormalities/diagnosis/*genetics>>	<<1>>
<<Child, Preschool>>	<<DNA-Binding Proteins/*genetics/metabolism>>	<<1>>
<<Child, Preschool>>	<<Genetic Testing/*methods>>	<<1>>
<<Child, Preschool>>	<<Minor Histocompatibility Antigens/*genetics/metabolism>>	<<1>>
<<Child, Preschool>>	<<TRPP Cation Channels/genetics>>	<<1>>
<<Child, Preschool>>	<<*gene expression>>	<<1>>
<<Child, Preschool>>	<<0 (polycystic kidney disease 2 protein)>>	<<1>>
<<Child, Preschool>>	<<Frameshift Mutation/*genetics>>	<<1>>
<<Child, Preschool>>	<<Whole Exome Sequencing>>	<<1>>
<<Child, Preschool>>	<<Intellectual Disability/genetics>>	<<1>>
<<Child, Preschool>>	<<Zhu-Tokita-Takenouchi-Kim syndrome>>	<<1>>
<<Child, Preschool>>	<<psychomotor development>>	<<1>>
<<Child, Preschool>>	<<Abnormalities, Multiple/*genetics>>	<<1>>
<<Child, Preschool>>	<<intellectual disability>>	<<1>>
<<Child, Preschool>>	<<Karyotyping>>	<<1>>
<<Child, Preschool>>	<<Sequence Deletion/*genetics>>	<<1>>
<<Child, Preschool>>	<<DNA-Binding Proteins/chemistry/*genetics>>	<<1>>
<<Child, Preschool>>	<<Failure to Thrive/*genetics>>	<<1>>
<<Child, Preschool>>	<<Intellectual Disability/*genetics>>	<<1>>
<<Child, Preschool>>	<<Brain/abnormalities>>	<<1>>
<<Child, Preschool>>	<<Developmental Disabilities/*genetics>>	<<1>>
<<Child, Preschool>>	<<Minor Histocompatibility Antigens/chemistry/*genetics>>	<<1>>
<<Child, Preschool>>	<<Young Adult>>	<<1>>
<<Child, Preschool>>	<<Congenital Abnormalities/*genetics>>	<<1>>
<<Child, Preschool>>	<<Exome/genetics>>	<<1>>
<<Child, Preschool>>	<<Obesity/*epidemiology/genetics/prevention & control>>	<<1>>
<<Child, Preschool>>	<<Fathers>>	<<1>>
<<Child, Preschool>>	<<United Kingdom/epidemiology>>	<<1>>
<<Child, Preschool>>	<<Mothers>>	<<1>>
<<Child, Preschool>>	<<*Family Health>>	<<1>>
<<Child, Preschool>>	<<Cohort Studies>>	<<1>>
<<Child, Preschool>>	<<Longitudinal Studies>>	<<1>>
<<Child, Preschool>>	<<Body Mass Index>>	<<1>>
<<Child, Preschool>>	<<Weight Gain/genetics/*physiology>>	<<1>>
<<Child, Preschool>>	<<Cafe-au-Lait Spots/*genetics>>	<<1>>
<<Child, Preschool>>	<<Cafe au lait spots, multiple>>	<<1>>
<<Child, Preschool>>	<<Point Mutation>>	<<1>>
<<Child, Preschool>>	<<Fatal Outcome>>	<<1>>
<<Child, Preschool>>	<<*Cancer syndrome>>	<<1>>
<<Child, Preschool>>	<<Consanguinity>>	<<1>>
<<Child, Preschool>>	<<*Skin alteration>>	<<1>>
<<Child, Preschool>>	<<Medulloblastoma/*genetics>>	<<1>>
<<Child, Preschool>>	<<*Medulloblastoma>>	<<1>>
<<Child, Preschool>>	<<Cerebellar Neoplasms/*genetics>>	<<1>>
<<Child, Preschool>>	<<Abnormalities, Multiple/*genetics/pathology>>	<<1>>
<<Child, Preschool>>	<<Intellectual Disability/*genetics/pathology>>	<<1>>
<<Child, Preschool>>	<<Developmental Disabilities/*genetics/pathology>>	<<1>>
<<Child, Preschool>>	<<*Zhu-Tokita-Takenouchi-Kim syndrome>>	<<1>>
<<Child, Preschool>>	<<*psychomotor delay>>	<<1>>
<<Child, Preschool>>	<<Heterozygote>>	<<1>>
<<Child, Preschool>>	<<Growth Disorders/diagnosis>>	<<1>>
<<Child, Preschool>>	<<Infant, Newborn>>	<<1>>
<<Child, Preschool>>	<<Thrombocytopenia/congenital/diagnosis>>	<<1>>
<<Child, Preschool>>	<<Facies>>	<<1>>
<<Child, Preschool>>	<<Thrombocytopenia Robin sequence>>	<<1>>
<<Child, Preschool>>	<<High-Throughput Nucleotide Sequencing>>	<<1>>
<<Child, Preschool>>	<<Chromosome Mapping>>	<<1>>
<<Child, Preschool>>	<<*Mutation>>	<<1>>
<<Child, Preschool>>	<<*thrombocytopenia>>	<<1>>
<<Child, Preschool>>	<<Pierre Robin Syndrome/diagnosis>>	<<1>>
<<Child, Preschool>>	<<*21q22>>	<<1>>
<<Child, Preschool>>	<<*Braddock-Carey syndrome>>	<<1>>
<<Child, Preschool>>	<<Exome>>	<<1>>
<<Child, Preschool>>	<<Agenesis of Corpus Callosum/diagnosis>>	<<1>>
<<Child, Preschool>>	<<Intellectual Disability/*diagnosis/*genetics>>	<<1>>
<<Child, Preschool>>	<<*Chromosomes, Human, Pair 21>>	<<1>>
<<Child, Preschool>>	<<Reference Values>>	<<1>>
<<Child, Preschool>>	<<Age Factors>>	<<1>>
<<Child, Preschool>>	<<*Blood Pressure>>	<<1>>
<<Child, Preschool>>	<<United States>>	<<1>>
<<Child, Preschool>>	<<Spain>>	<<1>>
<<Pluripotent Stem Cells/metabolism/pathology>>	<<*alternative splicing>>	<<1>>
<<Pluripotent Stem Cells/metabolism/pathology>>	<<0 (RNA, Messenger)>>	<<1>>
<<Pluripotent Stem Cells/metabolism/pathology>>	<<Minor Histocompatibility Antigens/*genetics>>	<<1>>
<<*alternative splicing>>	<<0 (RNA, Messenger)>>	<<1>>
<<*alternative splicing>>	<<Minor Histocompatibility Antigens/*genetics>>	<<1>>
<<0 (RNA, Messenger)>>	<<Minor Histocompatibility Antigens/*genetics>>	<<1>>
<<0 (RNA, Messenger)>>	<<Saccharomyces cerevisiae/enzymology/genetics/metabolism>>	<<1>>
<<0 (RNA, Messenger)>>	<<Peptide Chain Termination, Translational>>	<<1>>
<<0 (RNA, Messenger)>>	<<Cell Nucleus/enzymology/genetics/*metabolism>>	<<1>>
<<0 (RNA, Messenger)>>	<<Adenosine Triphosphatases/genetics/metabolism>>	<<1>>
<<0 (RNA, Messenger)>>	<<Eye Abnormalities/genetics>>	<<1>>
<<0 (RNA, Messenger)>>	<<Head/abnormalities>>	<<1>>
<<0 (RNA, Messenger)>>	<<Spine/abnormalities>>	<<1>>
<<0 (RNA, Messenger)>>	<<DNA-Binding Proteins/analysis/*genetics/metabolism>>	<<1>>
<<0 (RNA, Messenger)>>	<<Minor Histocompatibility Antigens/analysis/*genetics/metabolism>>	<<1>>
<<0 (RNA, Messenger)>>	<<Syndrome>>	<<1>>
<<0 (RNA, Messenger)>>	<<Genes, Essential/*genetics>>	<<1>>
<<0 (RNA, Messenger)>>	<<Brain/abnormalities/*embryology/*metabolism/pathology>>	<<1>>
<<0 (RNA, Messenger)>>	<<Intellectual Disability/*genetics/pathology/physiopathology>>	<<1>>
<<0 (RNA, Messenger)>>	<<Zebrafish/abnormalities/embryology/genetics>>	<<1>>
<<0 (RNA, Messenger)>>	<<Haploinsufficiency/genetics>>	<<1>>
<<0 (RNA, Messenger)>>	<<Developmental Disabilities/genetics/pathology/physiopathology>>	<<1>>
<<0 (RNA, Messenger)>>	<<Metabolic Diseases/genetics/metabolism>>	<<1>>
<<0 (RNA, Messenger)>>	<<Heterozygote>>	<<1>>
<<0 (RNA, Messenger)>>	<<Plants/*metabolism>>	<<1>>
<<0 (RNA, Messenger)>>	<<RNA, Nuclear/*metabolism>>	<<1>>
<<0 (RNA, Messenger)>>	<<RNA, Plant/*metabolism>>	<<1>>
<<0 (RNA, Messenger)>>	<<0 (RNA, Plant)>>	<<1>>
<<0 (RNA, Messenger)>>	<<Disasters>>	<<1>>
<<0 (RNA, Messenger)>>	<<0 (RNA, Nuclear)>>	<<1>>
<<0 (RNA, Messenger)>>	<<Nuclear Pore>>	<<1>>
<<0 (RNA, Messenger)>>	<<Nucleocytoplasmic Transport Proteins>>	<<1>>
<<0 (RNA, Messenger)>>	<<Plant Physiological Phenomena>>	<<1>>
<<0 (RNA, Messenger)>>	<<Salinity>>	<<1>>
<<0 (RNA, Messenger)>>	<<RNA Transport/*physiology>>	<<1>>
<<0 (RNA, Messenger)>>	<<*mRNP remodeling>>	<<1>>
<<0 (RNA, Messenger)>>	<<*structural biology>>	<<1>>
<<0 (RNA, Messenger)>>	<<*export receptor>>	<<1>>
<<0 (RNA, Messenger)>>	<<*mRNA export>>	<<1>>
<<0 (RNA, Messenger)>>	<<*DEAD-box ATPase>>	<<1>>
<<0 (RNA, Messenger)>>	<<Up-Regulation/physiology>>	<<1>>
<<0 (RNA, Messenger)>>	<<Nuclear Pore/*metabolism/ultrastructure>>	<<1>>
<<0 (RNA, Messenger)>>	<<*Biological Transport>>	<<1>>
<<0 (RNA, Messenger)>>	<<Cytoskeleton/metabolism>>	<<1>>
<<0 (RNA, Messenger)>>	<<RNA Helicases/metabolism>>	<<1>>
<<0 (RNA, Messenger)>>	<<Karyopherins/metabolism>>	<<1>>
<<0 (RNA, Messenger)>>	<<Active Transport, Cell Nucleus/*physiology>>	<<1>>
<<0 (RNA, Messenger)>>	<<* mRNA export>>	<<1>>
<<0 (RNA, Messenger)>>	<<*inositol hexakisphosphate>>	<<1>>
<<0 (RNA, Messenger)>>	<<*Gle1>>	<<1>>
<<0 (RNA, Messenger)>>	<<* mRNP remodeling>>	<<1>>
<<0 (RNA, Messenger)>>	<<*Dbp5>>	<<1>>
<<0 (RNA, Messenger)>>	<<*nuclear pore complex>>	<<1>>
<<0 (RNA, Messenger)>>	<<Nuclear Pore Complex Proteins/chemistry/*metabolism>>	<<1>>
<<0 (RNA, Messenger)>>	<<*Nup42>>	<<1>>
<<0 (RNA, Messenger)>>	<<Hematopoietic Stem Cells/cytology>>	<<1>>
<<0 (RNA, Messenger)>>	<<Neoplasms/genetics>>	<<1>>
<<0 (RNA, Messenger)>>	<<RNA, Messenger/biosynthesis/*genetics>>	<<1>>
<<0 (RNA, Messenger)>>	<<Embryonic Stem Cells/cytology>>	<<1>>
<<0 (RNA, Messenger)>>	<<Hepatitis B/genetics>>	<<1>>
<<0 (RNA, Messenger)>>	<<Nerve Tissue Proteins/*genetics/metabolism>>	<<1>>
<<0 (RNA, Messenger)>>	<<Spheroids, Cellular/metabolism/pathology>>	<<1>>
<<0 (RNA, Messenger)>>	<<Repressor Proteins/*genetics/metabolism>>	<<1>>
<<0 (RNA, Messenger)>>	<<Gene Expression Regulation, Neoplastic>>	<<1>>
<<0 (RNA, Messenger)>>	<<DNA-Binding Proteins/antagonists & inhibitors/*genetics/metabolism>>	<<1>>
<<0 (RNA, Messenger)>>	<<0 (PTBP2 protein, human)>>	<<1>>
<<0 (RNA, Messenger)>>	<<RNA Splicing Factors/*genetics/metabolism>>	<<1>>
<<0 (RNA, Messenger)>>	<<Survival Analysis>>	<<1>>
<<0 (RNA, Messenger)>>	<<Exons>>	<<1>>
<<0 (RNA, Messenger)>>	<<Heterogeneous-Nuclear Ribonucleoproteins/*genetics/metabolism>>	<<1>>
<<0 (RNA, Messenger)>>	<<Heterogeneous-Nuclear Ribonucleoprotein Group A-B/genetics/metabolism>>	<<1>>
<<0 (RNA, Messenger)>>	<<RNA, Small Interfering/genetics/metabolism>>	<<1>>
<<0 (RNA, Messenger)>>	<<0 (RBFOX2 protein, human)>>	<<1>>
<<0 (RNA, Messenger)>>	<<0 (PTBP1 protein, human)>>	<<1>>
<<0 (RNA, Messenger)>>	<<Neurons/metabolism/pathology>>	<<1>>
<<0 (RNA, Messenger)>>	<<*RNA Splicing>>	<<1>>
<<0 (RNA, Messenger)>>	<<0 (Nerve Tissue Proteins)>>	<<1>>
<<0 (RNA, Messenger)>>	<<Brain Neoplasms/*genetics/metabolism/mortality/pathology>>	<<1>>
<<0 (RNA, Messenger)>>	<<Signal Transduction>>	<<1>>
<<0 (RNA, Messenger)>>	<<Polypyrimidine Tract-Binding Protein/*genetics/metabolism>>	<<1>>
<<0 (RNA, Messenger)>>	<<0 (Heterogeneous-Nuclear Ribonucleoprotein Group A-B)>>	<<1>>
<<0 (RNA, Messenger)>>	<<Cell Proliferation>>	<<1>>
<<0 (RNA, Messenger)>>	<<Neuroglia/metabolism/pathology>>	<<1>>
<<0 (RNA, Messenger)>>	<<Heterografts>>	<<1>>
<<0 (RNA, Messenger)>>	<<Minor Histocompatibility Antigens/*genetics/metabolism>>	<<1>>
<<0 (RNA, Messenger)>>	<<Introns>>	<<1>>
<<0 (RNA, Messenger)>>	<<139076-35-0 (Polypyrimidine Tract-Binding Protein)>>	<<1>>
<<0 (RNA, Messenger)>>	<<Glioblastoma/*genetics/metabolism/mortality/pathology>>	<<1>>
<<0 (RNA, Messenger)>>	<<EC 2.7.1.- (inositol pentakisphosphate kinase)>>	<<1>>
<<0 (RNA, Messenger)>>	<<Interferon-beta/genetics/metabolism>>	<<1>>
<<0 (RNA, Messenger)>>	<<Biological Transport, Active/genetics>>	<<1>>
<<0 (RNA, Messenger)>>	<<Phosphotransferases (Alcohol Group Acceptor)/genetics/*metabolism>>	<<1>>
<<0 (RNA, Messenger)>>	<<*G1 Phase>>	<<1>>
<<0 (RNA, Messenger)>>	<<*S Phase>>	<<1>>
<<0 (RNA, Messenger)>>	<<0 (RBM15 protein, human)>>	<<1>>
<<0 (RNA, Messenger)>>	<<RNA-Binding Proteins/antagonists & inhibitors/chemistry/genetics/*metabolism>>	<<1>>
<<0 (RNA, Messenger)>>	<<0 (RBM15B protein, human)>>	<<1>>
<<0 (RNA, Messenger)>>	<<25612-73-1 (Adenylyl Imidodiphosphate)>>	<<1>>
<<0 (RNA, Messenger)>>	<<*Protein Structure, Quaternary>>	<<1>>
<<0 (RNA, Messenger)>>	<<Nuclear Pore Complex Proteins/*chemistry/*metabolism>>	<<1>>
<<0 (RNA, Messenger)>>	<<0 (NUP214 protein, human)>>	<<1>>
<<0 (RNA, Messenger)>>	<<Adenylyl Imidodiphosphate/chemistry/metabolism>>	<<1>>
<<0 (RNA, Messenger)>>	<<DEAD-box RNA Helicases/physiology>>	<<1>>
<<0 (RNA, Messenger)>>	<<Nuclear Pore Complex Proteins/physiology>>	<<1>>
<<0 (RNA, Messenger)>>	<<RNA Helicases/physiology>>	<<1>>
<<0 (RNA, Messenger)>>	<<Saccharomyces cerevisiae Proteins/metabolism/physiology>>	<<1>>
<<0 (RNA, Messenger)>>	<<Membrane Transport Proteins/metabolism>>	<<1>>
<<0 (RNA, Messenger)>>	<<Dimerization>>	<<1>>
<<0 (RNA, Messenger)>>	<<Nucleocytoplasmic Transport Proteins/metabolism/physiology>>	<<1>>
<<0 (RNA, Messenger)>>	<<Carrier Proteins/physiology>>	<<1>>
<<0 (RNA, Messenger)>>	<<*Models, Biological>>	<<1>>
<<0 (RNA, Messenger)>>	<<Ultraviolet Rays>>	<<1>>
<<0 (RNA, Messenger)>>	<<0 (Cross-Linking Reagents)>>	<<1>>
<<0 (RNA, Messenger)>>	<<Nuclear Pore/metabolism/ultrastructure>>	<<1>>
<<0 (RNA, Messenger)>>	<<Cross-Linking Reagents>>	<<1>>
<<0 (RNA, Messenger)>>	<<Fluorescent Antibody Technique>>	<<1>>
<<0 (RNA, Messenger)>>	<<*DEAD-box RNA Helicases/genetics/metabolism>>	<<1>>
<<0 (RNA, Messenger)>>	<<Adenosine Diphosphate/metabolism>>	<<1>>
<<0 (RNA, Messenger)>>	<<*Nucleocytoplasmic Transport Proteins/genetics/metabolism>>	<<1>>
<<0 (RNA, Messenger)>>	<<0 (Nucleotides)>>	<<1>>
<<0 (RNA, Messenger)>>	<<Nucleotides/*metabolism>>	<<1>>
<<0 (RNA, Messenger)>>	<<Saccharomyces cerevisiae/*genetics/growth & development/*metabolism>>	<<1>>
<<0 (RNA, Messenger)>>	<<Nuclear Pore Complex Proteins/metabolism>>	<<1>>
<<0 (RNA, Messenger)>>	<<Hydrolysis>>	<<1>>
<<0 (RNA, Messenger)>>	<<Saccharomyces cerevisiae Proteins/chemistry/genetics/metabolism>>	<<1>>
